_id,status,data.city,data.state,data.country,data.location.type,data.location.coordinates,data.current.weather.ts,data.current.weather.tp,data.current.weather.pr,data.current.weather.hu,data.current.weather.ws,data.current.weather.wd,data.current.weather.ic,data.current.pollution.ts,data.current.pollution.aqius,data.current.pollution.mainus,data.current.pollution.aqicn,data.current.pollution.maincn
5ee4e5f19ae5d010d5ad04ab,success,Qiryat Shemona,Northern District,Israel,Point,"[35.57212,33.20733]",2020-06-13T02:00:00.000Z,18,1010,43,2.1,120,01n,2020-06-13T01:00:00.000Z,29,p2,10,p2
5ee4e5f19ae5d010d5ad04ac,success,"Be'er Sheva",Southern District,Israel,Point,"[34.78132,31.25674]",2020-06-13T02:00:00.000Z,19,1006,48,1.79,309,01n,2020-06-13T01:00:00.000Z,49,p1,52,p1
5ee4e5f19ae5d010d5ad04ad,success,Trois-Rivieres,Guadeloupe,France,Point,"[-61.659656,15.978441]",2020-06-13T02:00:00.000Z,27,1014,78,2.6,120,04n,2020-06-13T02:00:00.000Z,51,p2,17,p2
5ee4e5f19ae5d010d5ad04ae,success,Teufen,Appenzell Ausserrhoden,Switzerland,Point,"[9.39440157826513,47.40668558440993]",2020-06-13T02:00:00.000Z,13,1010,81,1,0,01n,2020-06-13T00:00:00.000Z,35,o3,27,o3
5ee4e5f19ae5d010d5ad04af,success,Baishan,Jilin,China,Point,"[126.4132007,41.9441167]",2020-06-13T02:00:00.000Z,26,1005,44,2.27,223,03d,2020-06-13T02:00:00.000Z,92,p2,62,p1
5ee4e5f19ae5d010d5ad04b0,success,Baie-Mahault,Guadeloupe,France,Point,"[-61.58543,16.26738]",2020-06-13T02:00:00.000Z,27,1014,78,2.6,120,03n,2020-06-13T02:00:00.000Z,4,o3,4,n2
5ee4e5f19ae5d010d5ad04b1,success,Kinzan,Chungcheongnam-do,South Korea,Point,"[127.662077,36.008716]",2020-06-13T02:00:00.000Z,24,997,78,2.1,130,02d,2020-06-13T01:00:00.000Z,37,p2,14,p1
5ee4e5f19ae5d010d5ad04b2,success,Homestead,Florida,USA,Point,"[-80.4828,25.4719]",2020-06-13T02:00:00.000Z,26,1015,78,3.6,60,04n,2020-06-13T00:00:00.000Z,7,p2,3,p2
5ee4e5f19ae5d010d5ad04b3,success,Dambulla,Central,Sri Lanka,Point,"[80.65167,7.86]",2020-06-13T02:00:00.000Z,26,1007,73,5.3,228,03d,2020-06-13T02:00:00.000Z,29,p2,10,p2
5ee4e5f19ae5d010d5ad04b4,success,Conakry,Conakry,Guinea,Point,"[-13.67729,9.53795]",2020-06-13T02:00:00.000Z,27,1012,81,2.58,258,04n,2020-06-13T02:00:00.000Z,21,p2,7,p2
5ee4e5f19ae5d010d5ad04b5,success,Bloemfontein,Free State,South Africa,Point,"[26.214,-29.12107]",2020-06-13T02:00:00.000Z,-4,1031,85,2.1,170,01n,2020-06-12T23:00:00.000Z,88,p2,52,p1
5ee4e5f19ae5d010d5ad04b6,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04b7,success,Temara,Rabat-Sale-Kenitra,Morocco,Point,"[-6.90656,33.92866]",2020-06-13T02:00:00.000Z,17,1016,93,2.6,250,04n,2020-06-13T02:00:00.000Z,2,p2,1,p2
5ee4e5f19ae5d010d5ad04b8,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04b9,success,Peillon,"Provence-Alpes-Cote d'Azur",France,Point,"[7.37328,43.7866]",2020-06-13T02:00:00.000Z,18,1012,68,7.2,80,04n,2020-06-13T01:00:00.000Z,25,p2,10,p1
5ee4e5f19ae5d010d5ad04ba,success,Holboca,Iasi,Romania,Point,"[27.7,47.15]",2020-06-13T02:00:00.000Z,17,1005,100,0.5,0,04n,2020-06-13T00:00:00.000Z,0,co,0,co
5ee4e5f19ae5d010d5ad04bb,success,Antananarivo,Analamanga,Madagascar,Point,"[47.53613,-18.91368]",2020-06-13T02:00:00.000Z,10,1022,100,0.5,0,02n,2020-06-13T03:00:00.000Z,90,p2,44,p2
5ee4e5f19ae5d010d5ad04bc,success,Podgorica,Podgorica,Montenegro,Point,"[19.27825978,42.43498296]",2020-06-13T03:00:00.000Z,17,1012,88,1.5,350,02d,2020-06-12T22:00:00.000Z,0,n2,1,n2
5ee4e5f19ae5d010d5ad04bd,success,Veles,Vardar,North Macedonia,Point,"[21.7647,41.7186]",2020-06-13T02:00:00.000Z,16,1011,93,0.8,317,04n,2020-06-13T01:00:00.000Z,76,p2,37,p1
5ee4e5f19ae5d010d5ad04be,success,Bamako,Bamako,Mali,Point,"[-8,12.65]",2020-06-13T02:00:00.000Z,29,1012,62,1.5,220,02n,2020-06-13T02:00:00.000Z,84,p2,40,p2
5ee4e5f19ae5d010d5ad04bf,success,Mae Hong Son,Mae Hong Son,Thailand,Point,"[97.9674599,19.2847254]",2020-06-13T03:00:00.000Z,28,1008,78,1.5,250,03d,2020-06-13T01:00:00.000Z,25,p2,12,p1
5ee4e5f19ae5d010d5ad04c0,success,Tsetserleg,Arhangay,Mongolia,Point,"[101.448494,47.474958]",2020-06-13T02:00:00.000Z,13,1015,51,1.84,327,01d,2020-06-13T03:00:00.000Z,5,p2,2,p2
5ee4e5f19ae5d010d5ad04c1,success,Macao,Macao,Macao SAR,Point,"[113.578835,22.165598]",2020-06-13T03:00:00.000Z,29,1005,84,3.1,360,03d,2020-06-13T02:00:00.000Z,52,p2,43,p1
5ee4e5f19ae5d010d5ad04c2,success,Suwalki,Podlasie,Poland,Point,"[22.936,54.118]",2020-06-13T02:00:00.000Z,17,1014,98,4.72,53,04d,2020-06-13T02:00:00.000Z,45,p2,16,p2
5ee4e5f19ae5d010d5ad04c3,success,Riga,Riga,Latvia,Point,"[24.115872000000003,56.950605999509605]",2020-06-13T02:00:00.000Z,15,1019,87,3.6,30,01d,2020-06-13T02:00:00.000Z,47,p2,16,p2
5ee4e5f19ae5d010d5ad04c4,success,Diekirch,Diekirch,Luxembourg,Point,"[6.1540133,49.8648017]",2020-06-13T02:00:00.000Z,12,1011,94,1.27,146,04n,2020-06-13T02:00:00.000Z,11,p2,4,p2
5ee4e5f19ae5d010d5ad04c5,success,Tamuning,Tamuning,USA,Point,"[144.780955,13.481809]",2020-06-13T02:00:00.000Z,30,1014,62,5.7,80,02d,2020-06-13T03:00:00.000Z,2,p2,1,p2
5ee4e5f19ae5d010d5ad04c6,success,Trois-Rivieres,Guadeloupe,France,Point,"[-61.659656,15.978441]",2020-06-13T02:00:00.000Z,27,1014,78,2.6,120,04n,2020-06-13T03:00:00.000Z,52,p2,18,p2
5ee4e5f19ae5d010d5ad04c7,success,Vecindario,Canarias,Spain,Point,"[-15.461138,27.801281]",2020-06-13T02:00:00.000Z,20,1019,68,3.1,20,03n,2020-06-13T01:00:00.000Z,9,p1,10,p1
5ee4e5f19ae5d010d5ad04c8,success,Baie-Mahault,Guadeloupe,France,Point,"[-61.58543,16.26738]",2020-06-13T02:00:00.000Z,27,1014,78,2.6,120,03n,2020-06-13T02:00:00.000Z,4,o3,4,n2
5ee4e5f19ae5d010d5ad04c9,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04ca,success,"H'Attard",Central,Malta,Point,"[14.434464000000002,35.89001799948958]",2020-06-13T03:00:00.000Z,19,1013,88,3.6,140,01n,2020-06-12T23:00:00.000Z,41,p2,18,o3
5ee4e5f19ae5d010d5ad04cb,success,Thiruvananthapuram,Kerala,India,Point,"[76.9435879,8.5149093]",2020-06-13T03:00:00.000Z,29,1007,79,1,0,50d,2020-06-12T21:00:00.000Z,84,p2,54,p1
5ee4e5f19ae5d010d5ad04cc,success,Zacatecas,Zacatecas,Mexico,Point,"[-102.58141,22.76843]",2020-06-13T03:00:00.000Z,15,1018,45,7.8,121,01n,2020-06-13T01:00:00.000Z,10,p2,6,p1
5ee4e5f19ae5d010d5ad04cd,success,Phalaborwa,Limpopo,South Africa,Point,"[31.139471,-23.932049]",2020-06-13T02:00:00.000Z,12,1029,46,2.6,210,01n,2020-06-13T01:00:00.000Z,55,p2,36,p1
5ee4e5f19ae5d010d5ad04ce,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04cf,success,Jerantut,Pahang,Malaysia,Point,"[102.366632,3.94836]",2020-06-13T03:00:00.000Z,24,1009,90,0.39,121,04d,2020-06-13T02:00:00.000Z,36,p2,12,p2
5ee4e5f19ae5d010d5ad04d0,success,Saint-Joseph,Reunion,France,Point,"[55.62792,-21.294257]",2020-06-13T02:00:00.000Z,15,1018,55,2.6,20,04n,2020-06-13T00:00:00.000Z,13,p1,15,p1
5ee4e5f19ae5d010d5ad04d1,success,Mahikeng,North West,South Africa,Point,"[25.64031,-25.855978]",2020-06-13T02:00:00.000Z,-1,1030,63,3.6,130,01n,2020-06-13T01:00:00.000Z,17,p2,14,p1
5ee4e5f19ae5d010d5ad04d2,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04d3,success,Noumea,South Province,New Caledonia,Point,"[166.44884,-22.27407]",2020-06-13T03:00:00.000Z,26,1018,50,3.1,60,04d,2020-06-13T02:00:00.000Z,20,o3,15,o3
5ee4e5f19ae5d010d5ad04d4,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04d5,success,Paraparaumu,Wellington,New Zealand,Point,"[175.060977,-40.871721]",2020-06-13T03:00:00.000Z,11,1035,59,2.24,67,02d,2020-06-13T03:00:00.000Z,8,p2,3,p2
5ee4e5f19ae5d010d5ad04d6,success,"Al Quo'a",Abu Dhabi,United Arab Emirates,Point,"[55.458288,23.488594]",2020-06-13T03:00:00.000Z,32,1000,24,3.78,321,01d,2020-06-13T02:00:00.000Z,114,p2,77,p1
5ee4e5f19ae5d010d5ad04d7,success,Pokhara,Western Region,Nepal,Point,"[83.96851,28.26689]",2020-06-13T03:00:00.000Z,26,1008,64,1.65,175,04d,2020-06-13T02:00:00.000Z,57,p2,23,p1
5ee4e5f19ae5d010d5ad04d8,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04d9,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04da,success,Tegucigalpa,Francisco Morazan,Honduras,Point,"[-87.20681,14.0818]",2020-06-13T03:00:00.000Z,25,1015,100,7.7,360,04n,2020-06-13T03:00:00.000Z,41,p2,14,p2
5ee4e5f19ae5d010d5ad04db,success,Cruzeiro do Sul,Acre,Brazil,Point,"[-72.680907,-7.612675]",2020-06-13T03:00:00.000Z,22,1011,84,0.91,21,01n,2020-06-13T03:00:00.000Z,77,p2,35,p2
5ee4e5f19ae5d010d5ad04dc,success,Santa Rosa,Calabarzon,Philippines,Point,"[122.3912,13.5402]",2020-06-13T03:00:00.000Z,29,1009,76,4.08,146,10d,2020-06-13T02:00:00.000Z,9,s2,16,s2
5ee4e5f19ae5d010d5ad04dd,success,Bahawalpur,Punjab,Pakistan,Point,"[71.6552505,29.3908709]",2020-06-13T03:00:00.000Z,38,998,26,6.52,247,01d,2020-06-13T01:00:00.000Z,180,p2,146,p2
5ee4e5f19ae5d010d5ad04de,success,Zgierz,Lodz Voivodeship,Poland,Point,"[19.421231,51.856692]",2020-06-13T03:00:00.000Z,21,1011,88,3.6,80,01d,2020-06-13T02:00:00.000Z,68,p2,29,p2
5ee4e5f19ae5d010d5ad04df,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04e0,success,Marystown,Newfoundland and Labrador,Canada,Point,"[-55.198521,47.098988]",2020-06-13T02:00:00.000Z,12,1022,96,3.99,195,04n,2020-06-13T01:00:00.000Z,7,p2,2,p2
5ee4e5f19ae5d010d5ad04e1,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04e2,success,San Pedro,San Jose,Costa Rica,Point,"[-84.06519,9.933653]",2020-06-13T03:00:00.000Z,19,1017,100,2.1,330,10n,2020-06-13T03:00:00.000Z,42,p2,15,p2
5ee4e5f19ae5d010d5ad04e3,success,Jerusalem,Jerusalem,Israel,Point,"[35.22087,31.783255]",2020-06-13T03:00:00.000Z,20,1004,38,2.02,160,01d,2020-06-13T01:00:00.000Z,18,p2,16,p1
5ee4e5f19ae5d010d5ad04e4,success,Vila Franca de Xira,Lisbon,Portugal,Point,"[-9.040277777777778,38.89611111111111]",2020-06-13T03:00:00.000Z,13,1015,87,2.1,260,01n,2020-06-13T01:00:00.000Z,2,n2,6,n2
5ee4e5f19ae5d010d5ad04e5,success,Tagum City,Davao,Philippines,Point,"[125.80560620000006,7.4460723]",2020-06-13T03:00:00.000Z,30,1010,74,3.1,30,03d,2020-06-13T03:00:00.000Z,15,p2,5,p2
5ee4e5f19ae5d010d5ad04e6,success,Presidente Prudente,Sao Paulo,Brazil,Point,"[-51.393006,-22.121126]",2020-06-13T03:00:00.000Z,19,1015,72,2.51,60,04n,2020-06-13T01:00:00.000Z,24,p1,26,p1
5ee4e5f19ae5d010d5ad04e7,success,Le Tampon,Reunion,France,Point,"[55.579936,-21.202912]",2020-06-13T03:00:00.000Z,16,1018,59,3.1,20,02d,2020-06-13T00:00:00.000Z,33,p2,13,p1
5ee4e5f19ae5d010d5ad04e8,success,Medias,Sibiu,Romania,Point,"[24.35,46.16667]",2020-06-13T03:00:00.000Z,17,1007,93,0.5,50,04d,2020-06-13T00:00:00.000Z,29,p2,10,p2
5ee4e5f19ae5d010d5ad04e9,success,Kragujevac,Central Serbia,Serbia,Point,"[20.925031,44.011573]",2020-06-13T03:00:00.000Z,16,1010,87,0.5,0,02d,2020-06-13T03:00:00.000Z,12,p2,4,p2
5ee4e5f19ae5d010d5ad04ea,success,Krasnoyarsk,Krasnoyarsk Krai,Russia,Point,"[92.877816,55.9816484]",2020-06-13T03:00:00.000Z,24,1007,57,4,210,01d,2020-06-13T03:00:00.000Z,47,p2,16,p2
5ee4e5f19ae5d010d5ad04eb,success,Maarn,Utrecht,Netherlands,Point,"[5.37083,52.06417]",2020-06-13T03:00:00.000Z,15,1009,84,0.97,210,10n,2020-06-13T03:00:00.000Z,48,p2,17,p2
5ee4e5f19ae5d010d5ad04ec,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04ed,success,Doha,Qatar,Qatar,Point,"[51.44736528,25.37483671]",2020-06-13T03:00:00.000Z,33,999,32,6.7,320,01d,2020-06-13T02:00:00.000Z,92,p2,46,p2
5ee4e5f19ae5d010d5ad04ee,success,Noumea,South Province,New Caledonia,Point,"[166.44884,-22.27407]",2020-06-13T03:00:00.000Z,26,1018,50,3.1,60,04d,2020-06-13T02:00:00.000Z,20,o3,15,o3
5ee4e5f19ae5d010d5ad04ef,success,Kampala,Central Region,Uganda,Point,"[32.611671,0.320326]",2020-06-13T03:00:00.000Z,21,1017,88,1.5,350,02n,2020-06-13T03:00:00.000Z,139,p2,70,p2
5ee4e5f19ae5d010d5ad04f0,success,Riyadh,Ar Riyad,Saudi Arabia,Point,"[46.796681,24.775286]",2020-06-13T03:00:00.000Z,27,1008,28,1,360,01d,2020-06-13T03:00:00.000Z,86,p2,41,p2
5ee4e5f19ae5d010d5ad04f1,success,Drammen,Buskerud,Norway,Point,"[10.2106029,59.7422806]",2020-06-13T03:00:00.000Z,13,1023,68,1.85,0,04d,2020-06-13T02:00:00.000Z,21,p2,10,p1
5ee4e5f19ae5d010d5ad04f2,success,Camuy,Camuy,Puerto Rico,Point,"[-66.849518,18.470565]",2020-06-13T03:00:00.000Z,24,1011,100,1.76,198,04n,2020-06-13T03:00:00.000Z,23,p2,8,p2
5ee4e5f19ae5d010d5ad04f3,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04f4,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04f5,success,Port Glaud,Port Glaud,Seychelles,Point,"[55.41667,-4.66667]",2020-06-13T03:00:00.000Z,28,1009,78,1.5,0,03d,,,,,
5ee4e5f19ae5d010d5ad04f6,success,Singapore,Singapore,Singapore,Point,"[103.83350372,1.3669815]",2020-06-13T03:00:00.000Z,25,1010,94,1.5,180,10d,2020-06-13T03:00:00.000Z,41,p2,25,p1
5ee4e5f19ae5d010d5ad04f7,success,Norr Malma,Stockholm,Sweden,Point,"[18.642306,59.836612]",2020-06-13T03:00:00.000Z,13,1024,81,3.6,30,01d,2020-06-13T02:00:00.000Z,15,p2,6,p1
5ee4e5f19ae5d010d5ad04f8,success,Alta,Finnmark,Norway,Point,"[23.27165,69.96887]",2020-06-13T02:00:00.000Z,8,1026,70,1.5,0,01n,2020-06-13T02:00:00.000Z,12,p2,4,p2
5ee4e5f19ae5d010d5ad04f9,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad04fa,success,Conakry,Conakry,Guinea,Point,"[-13.67729,9.53795]",2020-06-13T02:00:00.000Z,27,1012,81,2.58,258,04n,2020-06-13T02:00:00.000Z,21,p2,7,p2
5ee4e5f19ae5d010d5ad04fb,success,Addis Ababa,Addis Ababa,Ethiopia,Point,"[38.757761,8.980603]",2020-06-13T03:00:00.000Z,14,1015,67,0.47,265,03d,2020-06-13T02:00:00.000Z,70,p2,30,p2
5ee4e5f19ae5d010d5ad04fc,success,Ziguinchor,Ziguinchor,Senegal,Point,"[-16.27326,12.56801]",2020-06-13T03:00:00.000Z,27,1012,94,2.1,240,03n,2020-06-13T03:00:00.000Z,18,p2,6,p2
5ee4e5f19ae5d010d5ad04fd,success,Accra,Greater Accra,Ghana,Point,"[-0.186964,5.603717]",2020-06-13T03:00:00.000Z,25,1011,85,2.87,239,10n,2020-06-13T03:00:00.000Z,86,p2,42,p2
5ee4e5f19ae5d010d5ad04fe,success,Tegucigalpa,Francisco Morazan,Honduras,Point,"[-87.20681,14.0818]",2020-06-13T03:00:00.000Z,25,1015,100,7.7,360,04n,2020-06-13T03:00:00.000Z,41,p2,14,p2
5ee4e5f19ae5d010d5ad04ff,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad0500,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad0501,success,Sanliurfa,Sanliurfa,Turkey,Point,"[38.78697688200826,37.16044376522232]",2020-06-13T03:00:00.000Z,15,1008,77,4.6,210,01d,2020-06-13T03:00:00.000Z,29,p2,11,p1
5ee4e5f19ae5d010d5ad0502,success,Ermelo,Mpumalanga,South Africa,Point,"[29.98561570000004,-26.5123582]",2020-06-13T03:00:00.000Z,-3,1034,86,0.86,103,01n,2020-06-13T02:00:00.000Z,29,p2,11,p1
5ee4e5f19ae5d010d5ad0503,success,Mayagueez,Mayaguez,Puerto Rico,Point,"[-67.13962,18.20107]",2020-06-13T02:00:00.000Z,24,1014,93,1.34,117,04n,,,,,
5ee4e5f19ae5d010d5ad0504,success,Trbovlje,Zasavska,Slovenia,Point,"[15.003963,46.1428456]",2020-06-13T03:00:00.000Z,12,1010,92,1.79,224,02d,2020-06-13T02:00:00.000Z,40,o3,31,o3
5ee4e5f19ae5d010d5ad0505,success,Hnusta,Banska Bystrica,Slovakia,Point,"[19.9515992,48.5805827]",2020-06-13T02:00:00.000Z,14,1016,80,0.45,68,01n,2020-06-13T03:00:00.000Z,10,p1,11,p1
5ee4e5f19ae5d010d5ad0506,success,Pesaro,The Marches,Italy,Point,"[12.918890000000001,43.89332999999999]",2020-06-13T03:00:00.000Z,17,1013,76,2.65,252,01n,2020-06-12T21:00:00.000Z,17,p2,6,p2
5ee4e5f19ae5d010d5ad0507,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad0508,success,Accra,Greater Accra,Ghana,Point,"[-0.186964,5.603717]",2020-06-13T03:00:00.000Z,25,1011,85,2.87,239,10n,2020-06-13T03:00:00.000Z,86,p2,42,p2
5ee4e5f19ae5d010d5ad0509,success,Nakhon Sawan,Nakhon Sawan,Thailand,Point,"[100.1367166,15.6983587]",2020-06-13T03:00:00.000Z,31,1006,62,1.35,344,04d,2020-06-13T01:00:00.000Z,45,p2,35,p1
5ee4e5f19ae5d010d5ad050a,success,Dushanbe,Dushanbe,Tajikistan,Point,"[68.77592,38.55767]",2020-06-13T03:00:00.000Z,22,1009,43,3,90,02d,2020-06-13T02:00:00.000Z,72,p2,31,p2
5ee4e5f19ae5d010d5ad050b,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad050c,success,Ludmilla,Northern Territory,Australia,Point,"[130.85506,-12.42032]",2020-06-13T03:00:00.000Z,31,1012,40,1.5,120,02d,2020-06-13T02:00:00.000Z,89,p2,51,p1
5ee4e5f19ae5d010d5ad050d,success,Kayseri,Kayseri,Turkey,Point,"[35.515612039976475,38.72489728468448]",2020-06-13T03:00:00.000Z,9,1009,93,1.23,89,03d,2020-06-13T03:00:00.000Z,28,p1,31,p1
5ee4e5f19ae5d010d5ad050e,success,Trois-Rivieres,Guadeloupe,France,Point,"[-61.659656,15.978441]",2020-06-13T03:00:00.000Z,26,1015,83,2.1,110,02n,2020-06-13T03:00:00.000Z,52,p2,18,p2
5ee4e5f19ae5d010d5ad050f,success,Nantou,Taiwan,Taiwan,Point,"[120.6890055,23.712201]",2020-06-13T03:00:00.000Z,32,1008,70,4.1,340,04d,2020-06-13T02:00:00.000Z,57,p2,24,p1
5ee4e5f19ae5d010d5ad0510,success,Mombasa,Mombasa,Kenya,Point,"[39.66359,-4.05466]",2020-06-13T03:00:00.000Z,23,1014,81,5.22,190,04n,2020-06-13T02:00:00.000Z,25,p2,9,p2
5ee4e5f19ae5d010d5ad0511,success,Gharb,Gozo,Malta,Point,"[14.20889,36.06]",2020-06-13T03:00:00.000Z,19,1013,88,3.6,140,01n,2020-06-12T23:00:00.000Z,37,p2,20,p1
5ee4e5f19ae5d010d5ad0512,success,Borova,Kyiv,Ukraine,Point,"[30.10429,50.17625]",2020-06-13T03:00:00.000Z,21,1005,68,2,80,02d,2020-06-13T03:00:00.000Z,57,p2,21,p2
5ee4e5f19ae5d010d5ad0513,success,Oakville,Ontario,Canada,Point,"[-79.702278,43.486917]",2020-06-13T03:00:00.000Z,11,1024,45,3.38,332,01n,2020-06-13T02:00:00.000Z,26,o3,20,o3
5ee4e5f19ae5d010d5ad0514,success,Kampala,Central Region,Uganda,Point,"[32.611671,0.320326]",2020-06-13T03:00:00.000Z,21,1017,88,1.5,350,02n,2020-06-13T03:00:00.000Z,139,p2,70,p2
5ee4e5f19ae5d010d5ad0515,success,Copan,Oklahoma,USA,Point,"[-95.88235,36.908115]",2020-06-13T02:00:00.000Z,24,1021,64,1.5,190,01n,2020-06-13T01:00:00.000Z,26,p2,26,p1
5ee4e5f19ae5d010d5ad0516,success,Buenos Aires,Buenos Aires,Argentina,Point,"[-58.350375,-34.651446]",2020-06-13T03:00:00.000Z,13,1012,43,3.1,230,04n,2020-06-12T21:00:00.000Z,41,p2,16,p1
5ee4e5f19ae5d010d5ad0517,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad0518,success,Tashkent,Toshkent Shahri,Uzbekistan,Point,"[69.21627,41.26465]",2020-06-13T03:00:00.000Z,26,1008,34,5.1,60,01d,2020-06-13T02:00:00.000Z,72,p2,31,p2
5ee4e5f19ae5d010d5ad0519,success,Rome,Latium,Italy,Point,"[12.4509,41.9089]",2020-06-13T03:00:00.000Z,15,1013,87,1,0,01n,2020-06-13T03:00:00.000Z,37,p2,13,p2
5ee4e5f19ae5d010d5ad051a,success,Trois-Rivieres,Guadeloupe,France,Point,"[-61.659656,15.978441]",2020-06-13T03:00:00.000Z,26,1015,83,2.1,110,02n,2020-06-13T03:00:00.000Z,52,p2,18,p2
5ee4e5f19ae5d010d5ad051b,success,Curacao,Curacao,Curacao,Point,"[-68.99002000000002,12.16957]",2020-06-13T03:00:00.000Z,28,1011,78,6.2,80,02n,2020-06-13T02:00:00.000Z,21,p2,7,p2
5ee4e5f19ae5d010d5ad051c,success,Ashgabat,Ahal,Turkmenistan,Point,"[58.38333,37.95]",2020-06-13T03:00:00.000Z,25,1003,29,1,30,02d,2020-06-13T02:00:00.000Z,37,p2,13,p2
5ee4e5f19ae5d010d5ad051d,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad051e,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad051f,success,Cruz Bay,Saint John Island,U.S. Virgin Islands,Point,"[-64.717728,18.355058]",2020-06-13T03:00:00.000Z,27,1013,84,2.24,123,03n,2020-06-13T03:00:00.000Z,39,p2,13,p2
5ee4e5f19ae5d010d5ad0520,success,Pleiku,Gia Lai,Vietnam,Point,"[108,13.98333]",2020-06-13T03:00:00.000Z,27,1006,68,2.49,258,04d,2020-06-13T03:00:00.000Z,51,p2,22,p1
5ee4e5f19ae5d010d5ad0521,success,Noumea,South Province,New Caledonia,Point,"[166.44884,-22.27407]",2020-06-13T03:00:00.000Z,26,1018,50,3.1,60,04d,2020-06-13T02:00:00.000Z,20,o3,15,o3
5ee4e5f19ae5d010d5ad0522,success,Charlotte Amalie,Saint Thomas Island,U.S. Virgin Islands,Point,"[-64.851688,18.322151]",2020-06-13T03:00:00.000Z,28,1015,70,3.1,120,01n,2020-06-13T03:00:00.000Z,40,p2,14,p2
5ee4e5f19ae5d010d5ad0523,fail,,,,,,,,,,,,,,,,,
5ee4e5f19ae5d010d5ad0524,success,Glogovac,Pristina,Kosovo,Point,"[20.89048,42.621244]",2020-06-13T03:00:00.000Z,16,1011,63,1.5,0,04d,2020-06-13T02:00:00.000Z,4,p2,1,p2
5ee4e5f19ae5d010d5ad0525,success,Al Mafud,Shabwah,Yemen,Point,"[47.25217,15.34264]",2020-06-13T03:00:00.000Z,29,1005,34,0.45,195,04d,2020-06-13T01:00:00.000Z,29,p2,12,p1
5ee4e5f19ae5d010d5ad0526,success,Antananarivo,Analamanga,Madagascar,Point,"[47.53613,-18.91368]",2020-06-13T03:00:00.000Z,10,1022,100,1,70,02n,2020-06-13T03:00:00.000Z,90,p2,44,p2
5ee4e5f19ae5d010d5ad0527,success,Bloemfontein,Free State,South Africa,Point,"[26.214,-29.12107]",2020-06-13T03:00:00.000Z,-5,1031,79,0.5,0,01n,2020-06-12T23:00:00.000Z,88,p2,52,p1
5ee4e5f19ae5d010d5ad0528,success,Lephalale,Limpopo,South Africa,Point,"[27.74482850000004,-23.6664659]",2020-06-13T03:00:00.000Z,3,1030,66,2.15,110,01n,2020-06-13T03:00:00.000Z,37,p2,24,p1